BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CHL22_CC_220324_F_contig_5563.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_5_length_633196_cov_40.514018.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_21985.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_99.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_16802.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_35840.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_845.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_149.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_45457.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_13672.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_26478.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_109280.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1638813.region001.gbk_region_1,C3338536,BGC0003037.gbk_region_1,0.49,No (Directly observed)
ISL21_HV2_210602_S_contig_542.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_146292.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.49,No (Directly observed)
CHL22_OA_220325_F_contig_93863.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.49,No (Directly observed)
CHL22_OA_220325_F_contig_10008.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_122170.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_11853.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_41166.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_46508.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.4,No (Directly observed)
CHL22_CR_220324_F_contig_54510.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_18846.region001.gbk_region_1,C3338536,BGC0003037.gbk_region_1,0.49,No (Directly observed)
KJ_230721_F_NODE_33711_length_4016_cov_0.901003.region001.gbk_region_1,C3338536,BGC0000127.gbk_region_1,0.44,No (Directly observed)
AEO22_OS_220830_F_contig_51205.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_48253.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_40890.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_29776.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_14963.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_1722.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.48,No (Directly observed)
CHL22_OA_220325_F_contig_17256.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_288.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_44083.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_30329.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.5,No (Directly observed)
GUY_SRR21545382_k141_1035567.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_36795.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_35059.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_86339.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.49,No (Directly observed)
CHL22_CH_220319_F_contig_57082.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_16439.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.49,No (Directly observed)
CHL22_CN_220327_F_contig_45291.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_75161.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_82009.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_17190.region001.gbk_region_1,C3338536,BGC0003037.gbk_region_1,0.47,No (Directly observed)
CR17_FA170219_1_S_contig_34761.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_148923.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_31092.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_613578.region001.gbk_region_1,C3338536,BGC0001658.gbk_region_1,0.49,No (Directly observed)
GUY_SRR21545382_k141_1095328.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1859785.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_54406.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_1438.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_10452.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_14256.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_34206.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_70674.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_47011.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_73973.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_987435.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_715611.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_ES170215_1_F_contig_10576.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_243625.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_63695.region001.gbk_region_1,C3338536,BGC0001244.gbk_region_1,0.49,No (Directly observed)
CHL22_CC_220324_F_contig_34776.region001.gbk_region_1,C3338539,BGC0001244.gbk_region_1,0.5,No (Directly observed)
CHL22_CN_220327_F_contig_19917.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_36205.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_75789.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_47040.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_54173.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_1024.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_21891.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
AEO22_BP2_220829_F_contig_8748.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_48531.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_S_contig_31.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_8752.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_6285.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_60.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_813.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_35654.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_47421.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_28478.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_22187.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_25076.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_S_contig_10478.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_16225.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_6524.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_68340.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_17238.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_347.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_18506.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_681774.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_3347.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_17644.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR19_VB_190611_F_contig_91.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_18768.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_38355.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_51293.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_5359.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.34,No (Directly observed)
AEO22_CF_220902_F_contig_28118.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.44,No (Directly observed)
CR18_CV180410_S_contig_17597.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.49,No (Directly observed)
CHL22_CH_220319_F_contig_9241.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_9118.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.3,No (Directly observed)
CR18_LP180406_F_contig_10825.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.34,No (Directly observed)
CHL22_CU_220402_F_contig_86247.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.49,No (Directly observed)
CR18_LE180416_F_contig_20578.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.33,No (Directly observed)
CHL22_CA_220323_F_contig_170205.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.41,No (Directly observed)
CR18_CZ180409_F_contig_5592.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.37,No (Directly observed)
HYD22_CB_221018_F_contig_24679.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.46,No (Directly observed)
CR18_LE180416_F_contig_25655.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.48,No (Directly observed)
CHL22_QN_220317_F_contig_73902.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.4,No (Directly observed)
CR18_LP180406_F_contig_10736.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.28,No (Directly observed)
CR18_RR180407_F_contig_589.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.34,No (Directly observed)
CHL22_LC_220316_F_contig_29843.region001.gbk_region_1,C3338535,BGC0002008.gbk_region_1,0.3,No (Directly observed)
KJ_230721_F_NODE_5603_length_15439_cov_1.128723.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.09,No (Directly observed)
KJ_230721_F_NODE_5281_length_16148_cov_1.306535.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_7480.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.37,No (Directly observed)
CHL22_LC_220316_F_contig_41452.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.39,No (Directly observed)
CHL22_LC_220316_F_contig_64149.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.4,No (Directly observed)
CHL22_CU_220402_F_contig_78390.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.34,No (Directly observed)
CHL22_OA_220325_F_contig_31837.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.37,No (Directly observed)
CHL22_EQ_220330_F_contig_51326.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.16,No (Directly observed)
CHL22_CU_220402_F_contig_75590.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.43,No (Directly observed)
CHL22_CU_220402_F_contig_46432.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.43,No (Directly observed)
CHL22_CU_220402_F_contig_15707.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.33,No (Directly observed)
AEO22_HO_220830_F_contig_12518.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.42,No (Directly observed)
KJ_230721_F_NODE_2660_length_27611_cov_2.836268.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_819.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_59650.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_37850.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.47,No (Directly observed)
CR18_PX180416_S_contig_37664.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.4,No (Directly observed)
CHL22_LC_220316_F_contig_5555.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.4,No (Directly observed)
GUY_SRR21545382_k141_200860.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.45,No (Directly observed)
CHL22_CU_220402_F_contig_67691.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.34,No (Directly observed)
CHL22_PR_220403_F_contig_27589.region001.gbk_region_1,C3338535,BGC0002008.gbk_region_1,0.26,No (Directly observed)
KJ_230721_F_NODE_89018_length_2012_cov_0.776658.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.34,No (Directly observed)
CHL22_CU_220402_F_contig_744.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.42,No (Directly observed)
CR17_QN170220_S_contig_21573.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.46,No (Directly observed)
CHL22_CU_220402_F_contig_31109.region001.gbk_region_1,C3338535,BGC0000837.gbk_region_1,0.38,No (Directly observed)
EPR_alvinella_k141_167891.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.48,No (Directly observed)
CHL22_OA_220325_F_contig_102147.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.42,No (Directly observed)
CHL22_CN_220327_F_contig_21564.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_39043.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_2872.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_168918.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_22430_length_3124_cov_1.145479.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_63810.region001.gbk_region_1,C3338537,BGC0002034.gbk_region_1,0.44,No (Directly observed)
CR17_BR170218_2_S_contig_6255.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_33045.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_6462.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_50170.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_59862.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_129674.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_7761.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_37498.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_17745.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_2091.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_89462.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_25.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_3088813.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_16528.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_640.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_3284.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_342.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_170.region001.gbk_region_1,C3338538,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_70890.region001.gbk_region_1,C3338535,BGC0000836.gbk_region_1,0.38,No (Directly observed)
ARG19_PG_190225_F_contig_1840.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_53670.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_2490.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1907872.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_1339.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_2236.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_F_contig_1146.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_58416.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_574.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_3124.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_7722.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_9669.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_19431_length_3509_cov_1.340035.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_89011.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_68736.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_49529.region001.gbk_region_1,C3338536,BGC0001653.gbk_region_1,0.49,No (Directly observed)
CR17_EP170215_F_contig_11248.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_311701.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_31158.region001.gbk_region_1,C3338536,BGC0001653.gbk_region_1,0.49,No (Directly observed)
GUY_SRR21545388_k141_293972.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_6197_length_7081_cov_5.279264.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_27714.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545384_k141_300423.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_F_contig_90.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1612.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_64836.region001.gbk_region_1,C3338536,BGC0000869.gbk_region_1,0.48,No (Directly observed)
CR18_RC180404_S_contig_5978.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
ARG19_IN_190223_S_contig_416.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_S_contig_4078.region001.gbk_region_1,C3338536,BGC0000869.gbk_region_1,0.38,No (Directly observed)
ARG19_PM_190223_F_contig_70.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_10713.region001.gbk_region_1,C3338536,BGC0000869.gbk_region_1,0.45,No (Directly observed)
CR17_QH170213_1_S_contig_524.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
ARG19_PM_190223_S_contig_75.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_S_contig_782.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_15569.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_36766.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_FV_220827_F_contig_2260.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_103500.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_58367.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_29409.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_15075.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_599677.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_F_contig_5969.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_30529.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_41241.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_17616.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_11077.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
ARG19_PM_190223_S_contig_9165.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR19_SG_190719_F_contig_2877.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_45782.region001.gbk_region_1,C3338536,BGC0001213.gbk_region_1,0.48,No (Directly observed)
GUY_SRR21545388_k141_339918.region001.gbk_region_1,C3338536,BGC0001292.gbk_region_1,0.47,No (Directly observed)
GUY_SRR21545388_k141_2705664.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_28949_length_2605_cov_0.773204.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1487978.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_3429.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_399872.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_87299.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_85135_length_2077_cov_1.350769.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_2946.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_F_contig_11635.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_19619.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_20384.region001.gbk_region_1,C3338535,BGC0000231.gbk_region_1,0.47,No (Directly observed)
EPR_riftia_k141_305111.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1962700.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_72521.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_665.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_10310.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_2281.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_26645.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_376_length_21846_cov_7.300353.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_432.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_657.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_238.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_180771.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_77387.region002.gbk_region_2,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_32.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_9758_length_10072_cov_1.442534.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_265_length_26251_cov_16.074668.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_123.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_45723.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
